criterion,lifecycle_step,name,category,avg_electricity_consumption,description,location,level,source,tier,unit,value
WATER_USE,TRANSPORTATION,Access floor,Architecture,"",Access floor,,2-Equipement,NegaOctet-20220211,Datacenter,m²,0.00046031
WATER_USE,END_OF_LIFE,Access floor,Architecture,"",Access floor,,2-Equipement,NegaOctet-20220211,Datacenter,m²,0.411
WATER_USE,MANUFACTURING,Access floor,Architecture,"",Access floor,,2-Equipement,NegaOctet-20220211,Datacenter,m²,2.68
WATER_USE,TRANSPORTATION,access-floor-1,Architecture,"",Access floor,,2-Equipement,NegaOctet-20220211,Datacenter,m²,0.00046031
WATER_USE,END_OF_LIFE,access-floor-1,Architecture,"",Access floor,,2-Equipement,NegaOctet-20220211,Datacenter,m²,0.411
WATER_USE,MANUFACTURING,access-floor-1,Architecture,"",Access floor,,2-Equipement,NegaOctet-20220211,Datacenter,m²,2.68
WATER_USE,TRANSPORTATION,Acoustic flocking,Architecture,"",Acoustic flocking,,2-Equipement,NegaOctet-20220211,Datacenter,m²,0.000054435
WATER_USE,END_OF_LIFE,Acoustic flocking,Architecture,"",Acoustic flocking,,2-Equipement,NegaOctet-20220211,Datacenter,m²,0.0124
WATER_USE,MANUFACTURING,Acoustic flocking,Architecture,"",Acoustic flocking,,2-Equipement,NegaOctet-20220211,Datacenter,m²,2.79
WATER_USE,TRANSPORTATION,acoustic-flocking-1,Architecture,"",Acoustic flocking,,2-Equipement,NegaOctet-20220211,Datacenter,m²,0.000054435
WATER_USE,END_OF_LIFE,acoustic-flocking-1,Architecture,"",Acoustic flocking,,2-Equipement,NegaOctet-20220211,Datacenter,m²,0.0124
WATER_USE,MANUFACTURING,acoustic-flocking-1,Architecture,"",Acoustic flocking,,2-Equipement,NegaOctet-20220211,Datacenter,m²,2.79
WATER_USE,TRANSPORTATION,Actuator,Architecture,"",Actuator,,2-Equipement,NegaOctet-20220211,Datacenter,m²,0.000061884
WATER_USE,END_OF_LIFE,Actuator,Architecture,"",Actuator,,2-Equipement,NegaOctet-20220211,Datacenter,m²,0.027
WATER_USE,MANUFACTURING,Actuator,Architecture,"",Actuator,,2-Equipement,NegaOctet-20220211,Datacenter,m²,3.63
WATER_USE,TRANSPORTATION,actuator-1,Architecture,"",Actuator,,2-Equipement,NegaOctet-20220211,Datacenter,m²,0.000061884
WATER_USE,END_OF_LIFE,actuator-1,Architecture,"",Actuator,,2-Equipement,NegaOctet-20220211,Datacenter,m²,0.027
WATER_USE,MANUFACTURING,actuator-1,Architecture,"",Actuator,,2-Equipement,NegaOctet-20220211,Datacenter,m²,3.63
WATER_USE,TRANSPORTATION,Aggregation router,Aggregation,"",Aggregation router,,2-Equipement,NegaOctet-20220211,Network,Item,0.192323188
WATER_USE,MANUFACTURING,Aggregation router,Aggregation,"",Aggregation router,,2-Equipement,NegaOctet-20220211,Network,Item,1570
WATER_USE,END_OF_LIFE,Aggregation router,Aggregation,"",Aggregation router,,2-Equipement,NegaOctet-20220211,Network,Item,61900
WATER_USE,TRANSPORTATION,Aggregation WDM (Wavelength Division Multiplexing),Aggregation,"",Aggregation WDM (Wavelength Division Multiplexing),,2-Equipement,NegaOctet-20220211,Network,Item,0.1590564744
WATER_USE,MANUFACTURING,Aggregation WDM (Wavelength Division Multiplexing),Aggregation,"",Aggregation WDM (Wavelength Division Multiplexing),,2-Equipement,NegaOctet-20220211,Network,Item,4160
WATER_USE,END_OF_LIFE,Aggregation WDM (Wavelength Division Multiplexing),Aggregation,"",Aggregation WDM (Wavelength Division Multiplexing),,2-Equipement,NegaOctet-20220211,Network,Item,56900
WATER_USE,TRANSPORTATION,aggregation-router-1,Aggregation,"",Aggregation router,,2-Equipement,NegaOctet-20220211,Network,Item,0.192323188
WATER_USE,MANUFACTURING,aggregation-router-1,Aggregation,"",Aggregation router,,2-Equipement,NegaOctet-20220211,Network,Item,1570
WATER_USE,END_OF_LIFE,aggregation-router-1,Aggregation,"",Aggregation router,,2-Equipement,NegaOctet-20220211,Network,Item,61900
WATER_USE,TRANSPORTATION,aggregation-router-2,Aggregation,"",Aggregation router,,2-Equipement,NegaOctet-20220211,Network,Item,0.192323188
WATER_USE,MANUFACTURING,aggregation-router-2,Aggregation,"",Aggregation router,,2-Equipement,NegaOctet-20220211,Network,Item,1570
WATER_USE,END_OF_LIFE,aggregation-router-2,Aggregation,"",Aggregation router,,2-Equipement,NegaOctet-20220211,Network,Item,61900
WATER_USE,TRANSPORTATION,aggregation-wdm-wavelength-division-multiplexing-1,Aggregation,"",Aggregation WDM (Wavelength Division Multiplexing),,2-Equipement,NegaOctet-20220211,Network,Item,0.1590564744
WATER_USE,MANUFACTURING,aggregation-wdm-wavelength-division-multiplexing-1,Aggregation,"",Aggregation WDM (Wavelength Division Multiplexing),,2-Equipement,NegaOctet-20220211,Network,Item,4160
WATER_USE,END_OF_LIFE,aggregation-wdm-wavelength-division-multiplexing-1,Aggregation,"",Aggregation WDM (Wavelength Division Multiplexing),,2-Equipement,NegaOctet-20220211,Network,Item,56900
WATER_USE,TRANSPORTATION,aggregation-wdm-wavelength-division-multiplexing-2,Aggregation,"",Aggregation WDM (Wavelength Division Multiplexing),,2-Equipement,NegaOctet-20220211,Network,Item,0.1590564744
WATER_USE,MANUFACTURING,aggregation-wdm-wavelength-division-multiplexing-2,Aggregation,"",Aggregation WDM (Wavelength Division Multiplexing),,2-Equipement,NegaOctet-20220211,Network,Item,4160
WATER_USE,END_OF_LIFE,aggregation-wdm-wavelength-division-multiplexing-2,Aggregation,"",Aggregation WDM (Wavelength Division Multiplexing),,2-Equipement,NegaOctet-20220211,Network,Item,56900
WATER_USE,TRANSPORTATION,Air conditioning group/ 0.8 MW,Non-IT electrical equipment,"","Air conditioning group/ 0,8 MW",,2-Equipement,NegaOctet-20220211,Datacenter,Item,0.84995
WATER_USE,END_OF_LIFE,Air conditioning group/ 0.8 MW,Non-IT electrical equipment,"","Air conditioning group/ 0,8 MW",,2-Equipement,NegaOctet-20220211,Datacenter,Item,1890000
WATER_USE,MANUFACTURING,Air conditioning group/ 0.8 MW,Non-IT electrical equipment,"","Air conditioning group/ 0,8 MW",,2-Equipement,NegaOctet-20220211,Datacenter,Item,32700
WATER_USE,TRANSPORTATION,Air insulated switchgear/ envelope,Non-IT electrical equipment,"",Air insulated switchgear/ envelope,,2-Equipement,NegaOctet-20220211,Datacenter,Item,0.068378
WATER_USE,MANUFACTURING,Air insulated switchgear/ envelope,Non-IT electrical equipment,"",Air insulated switchgear/ envelope,,2-Equipement,NegaOctet-20220211,Datacenter,Item,705
WATER_USE,END_OF_LIFE,Air insulated switchgear/ envelope,Non-IT electrical equipment,"",Air insulated switchgear/ envelope,,2-Equipement,NegaOctet-20220211,Datacenter,Item,78900
WATER_USE,TRANSPORTATION,Air insulated switchgear/ module,Non-IT electrical equipment,"",Air insulated switchgear/ module,,2-Equipement,NegaOctet-20220211,Datacenter,Item,0.096455
WATER_USE,END_OF_LIFE,Air insulated switchgear/ module,Non-IT electrical equipment,"",Air insulated switchgear/ module,,2-Equipement,NegaOctet-20220211,Datacenter,Item,119000
WATER_USE,MANUFACTURING,Air insulated switchgear/ module,Non-IT electrical equipment,"",Air insulated switchgear/ module,,2-Equipement,NegaOctet-20220211,Datacenter,Item,2360
WATER_USE,TRANSPORTATION,air-conditioning-group-1,Non-IT electrical equipment,"",Air conditioning group/ 0.8 MW,,2-Equipement,NegaOctet-20220211,Datacenter,Item,0.84995
WATER_USE,END_OF_LIFE,air-conditioning-group-1,Non-IT electrical equipment,"",Air conditioning group/ 0.8 MW,,2-Equipement,NegaOctet-20220211,Datacenter,Item,1890000
WATER_USE,MANUFACTURING,air-conditioning-group-1,Non-IT electrical equipment,"",Air conditioning group/ 0.8 MW,,2-Equipement,NegaOctet-20220211,Datacenter,Item,32700
WATER_USE,TRANSPORTATION,air-insulated-switchgear-1,Non-IT electrical equipment,"",Air insulated switchgear/ envelope,,2-Equipement,NegaOctet-20220211,Datacenter,Item,0.068378
WATER_USE,MANUFACTURING,air-insulated-switchgear-1,Non-IT electrical equipment,"",Air insulated switchgear/ envelope,,2-Equipement,NegaOctet-20220211,Datacenter,Item,705
WATER_USE,END_OF_LIFE,air-insulated-switchgear-1,Non-IT electrical equipment,"",Air insulated switchgear/ envelope,,2-Equipement,NegaOctet-20220211,Datacenter,Item,78900
WATER_USE,TRANSPORTATION,air-insulated-switchgear-2,Non-IT electrical equipment,"",Air insulated switchgear/ module,,2-Equipement,NegaOctet-20220211,Datacenter,Item,0.096455
WATER_USE,END_OF_LIFE,air-insulated-switchgear-2,Non-IT electrical equipment,"",Air insulated switchgear/ module,,2-Equipement,NegaOctet-20220211,Datacenter,Item,119000
WATER_USE,MANUFACTURING,air-insulated-switchgear-2,Non-IT electrical equipment,"",Air insulated switchgear/ module,,2-Equipement,NegaOctet-20220211,Datacenter,Item,2360
WATER_USE,TRANSPORTATION,Alarm,Non-IT electrical equipment,"",Alarm,,2-Equipement,NegaOctet-20220211,Datacenter,Item,0.000176293
WATER_USE,MANUFACTURING,Alarm,Non-IT electrical equipment,"",Alarm,,2-Equipement,NegaOctet-20220211,Datacenter,Item,1.86
WATER_USE,END_OF_LIFE,Alarm,Non-IT electrical equipment,"",Alarm,,2-Equipement,NegaOctet-20220211,Datacenter,Item,183
WATER_USE,TRANSPORTATION,alarm-1,Non-IT electrical equipment,"",Alarm,,2-Equipement,NegaOctet-20220211,Datacenter,Item,0.000176293
WATER_USE,MANUFACTURING,alarm-1,Non-IT electrical equipment,"",Alarm,,2-Equipement,NegaOctet-20220211,Datacenter,Item,1.86
WATER_USE,END_OF_LIFE,alarm-1,Non-IT electrical equipment,"",Alarm,,2-Equipement,NegaOctet-20220211,Datacenter,Item,183
WATER_USE,TRANSPORTATION,Alimentation externe ordinateur portable,,"",Alimentation externe ordinateur portable,,1-Digital component,NegaOctet-20220211,,kg,0.0004553381424
WATER_USE,MANUFACTURING,Alimentation externe ordinateur portable,,"",Alimentation externe ordinateur portable,,1-Digital component,NegaOctet-20220211,,kg,0.146
WATER_USE,END_OF_LIFE,Alimentation externe ordinateur portable,,"",Alimentation externe ordinateur portable,,1-Digital component,NegaOctet-20220211,,kg,168
WATER_USE,TRANSPORTATION,Alimentation externe smartphone et tablette,,"",Alimentation externe smartphone et tablette,,1-Digital component,NegaOctet-20220211,,kg,0.00004439027096
WATER_USE,MANUFACTURING,Alimentation externe smartphone et tablette,,"",Alimentation externe smartphone et tablette,,1-Digital component,NegaOctet-20220211,,kg,1.85
WATER_USE,END_OF_LIFE,Alimentation externe smartphone et tablette,,"",Alimentation externe smartphone et tablette,,1-Digital component,NegaOctet-20220211,,kg,15.8
WATER_USE,TRANSPORTATION,alimentation-externe-ordinateur-portable-1,,"",Alimentation externe ordinateur portable,,1-Digital component,NegaOctet-20220211,,kg,0.0004553381424
WATER_USE,MANUFACTURING,alimentation-externe-ordinateur-portable-1,,"",Alimentation externe ordinateur portable,,1-Digital component,NegaOctet-20220211,,kg,0.146
WATER_USE,END_OF_LIFE,alimentation-externe-ordinateur-portable-1,,"",Alimentation externe ordinateur portable,,1-Digital component,NegaOctet-20220211,,kg,168
WATER_USE,TRANSPORTATION,alimentation-externe-smartphone-et-tablette-1,,"",Alimentation externe smartphone et tablette,,1-Digital component,NegaOctet-20220211,,kg,0.00004439027096
WATER_USE,MANUFACTURING,alimentation-externe-smartphone-et-tablette-1,,"",Alimentation externe smartphone et tablette,,1-Digital component,NegaOctet-20220211,,kg,1.85
WATER_USE,END_OF_LIFE,alimentation-externe-smartphone-et-tablette-1,,"",Alimentation externe smartphone et tablette,,1-Digital component,NegaOctet-20220211,,kg,15.8
WATER_USE,MANUFACTURING,"Articulated lorry transport/ Euro 0, 1, 2, 3, 4 mix/ 40 t total weight, 27 t max payload/ RER",,"","Articulated lorry transport/ Euro 0, 1, 2, 3, 4 mix/ 40 t total weight, 27 t max payload/ RER",,0-Base data,NegaOctet-20220211,,kg.km,0.000000191
WATER_USE,MANUFACTURING,articulated-lorry-transport-1,,"","Articulated lorry transport/ Euro 0, 1, 2, 3, 4 mix/ 40 t total weight, 27 t max payload/ RER",,0-Base data,NegaOctet-20220211,,kg.km,0.000000191
WATER_USE,USING,Backbone network/ EU-28,,3.42121176950382E-02,Backbone network/ EU-28,European Union (EU-27),3-System,NegaOctet-20220211,Network,GB,0
WATER_USE,TRANSPORTATION,Backbone network/ EU-28,,3.42121176950382E-02,Backbone network/ EU-28,European Union (EU-27),3-System,NegaOctet-20220211,Network,GB,0.000000000144969
WATER_USE,MANUFACTURING,Backbone network/ EU-28,,3.42121176950382E-02,Backbone network/ EU-28,European Union (EU-27),3-System,NegaOctet-20220211,Network,GB,0.000117
WATER_USE,END_OF_LIFE,Backbone network/ EU-28,,3.42121176950382E-02,Backbone network/ EU-28,European Union (EU-27),3-System,NegaOctet-20220211,Network,GB,0.00258
WATER_USE,USING,Backbone network/ FR,,3.42397619507582E-02,Backbone network/ FR,France,3-System,NegaOctet-20220211,Network,GB,0
WATER_USE,TRANSPORTATION,Backbone network/ FR,,3.42397619507582E-02,Backbone network/ FR,France,3-System,NegaOctet-20220211,Network,GB,0.000000000140958
WATER_USE,MANUFACTURING,Backbone network/ FR,,3.42397619507582E-02,Backbone network/ FR,France,3-System,NegaOctet-20220211,Network,GB,0.0000976
WATER_USE,END_OF_LIFE,Backbone network/ FR,,3.42397619507582E-02,Backbone network/ FR,France,3-System,NegaOctet-20220211,Network,GB,0.00246
WATER_USE,TRANSPORTATION,Backbone WDM (Wavelength Division Multiplexing),Backbone,"",Backbone WDM (Wavelength Division Multiplexing),,2-Equipement,NegaOctet-20220211,Network,Item,0.1590564744
WATER_USE,MANUFACTURING,Backbone WDM (Wavelength Division Multiplexing),Backbone,"",Backbone WDM (Wavelength Division Multiplexing),,2-Equipement,NegaOctet-20220211,Network,Item,4160
WATER_USE,END_OF_LIFE,Backbone WDM (Wavelength Division Multiplexing),Backbone,"",Backbone WDM (Wavelength Division Multiplexing),,2-Equipement,NegaOctet-20220211,Network,Item,56900
WATER_USE,USING,backbone-network-1,,3.42397619507582E-02,Backbone network/ FR,France,3-System,NegaOctet-20220211,Network,GB,0
WATER_USE,TRANSPORTATION,backbone-network-1,,3.42397619507582E-02,Backbone network/ FR,France,3-System,NegaOctet-20220211,Network,GB,0.000000000140958
WATER_USE,MANUFACTURING,backbone-network-1,,3.42397619507582E-02,Backbone network/ FR,France,3-System,NegaOctet-20220211,Network,GB,0.0000976
WATER_USE,END_OF_LIFE,backbone-network-1,,3.42397619507582E-02,Backbone network/ FR,France,3-System,NegaOctet-20220211,Network,GB,0.00246
WATER_USE,USING,backbone-network-2,,3.42121176950382E-02,Backbone network/ EU-28,European Union (EU-27),3-System,NegaOctet-20220211,Network,GB,0
WATER_USE,TRANSPORTATION,backbone-network-2,,3.42121176950382E-02,Backbone network/ EU-28,European Union (EU-27),3-System,NegaOctet-20220211,Network,GB,0.000000000144969
WATER_USE,MANUFACTURING,backbone-network-2,,3.42121176950382E-02,Backbone network/ EU-28,European Union (EU-27),3-System,NegaOctet-20220211,Network,GB,0.000117
WATER_USE,END_OF_LIFE,backbone-network-2,,3.42121176950382E-02,Backbone network/ EU-28,European Union (EU-27),3-System,NegaOctet-20220211,Network,GB,0.00258
WATER_USE,TRANSPORTATION,backbone-wdm-wavelength-division-multiplexing-1,Backbone,"",Backbone WDM (Wavelength Division Multiplexing),,2-Equipement,NegaOctet-20220211,Network,Item,0.1590564744
WATER_USE,MANUFACTURING,backbone-wdm-wavelength-division-multiplexing-1,Backbone,"",Backbone WDM (Wavelength Division Multiplexing),,2-Equipement,NegaOctet-20220211,Network,Item,4160
WATER_USE,END_OF_LIFE,backbone-wdm-wavelength-division-multiplexing-1,Backbone,"",Backbone WDM (Wavelength Division Multiplexing),,2-Equipement,NegaOctet-20220211,Network,Item,56900
WATER_USE,TRANSPORTATION,backbone-wdm-wavelength-division-multiplexing-2,Backbone,"",Backbone WDM (Wavelength Division Multiplexing),,2-Equipement,NegaOctet-20220211,Network,Item,0.1590564744
WATER_USE,MANUFACTURING,backbone-wdm-wavelength-division-multiplexing-2,Backbone,"",Backbone WDM (Wavelength Division Multiplexing),,2-Equipement,NegaOctet-20220211,Network,Item,4160
WATER_USE,END_OF_LIFE,backbone-wdm-wavelength-division-multiplexing-2,Backbone,"",Backbone WDM (Wavelength Division Multiplexing),,2-Equipement,NegaOctet-20220211,Network,Item,56900
WATER_USE,TRANSPORTATION,Ballasted column/ 400 mm diameter,Architecture,"",Ballasted column/ 400 mm diameter,,2-Equipement,NegaOctet-20220211,Datacenter,ml,0.025785
WATER_USE,END_OF_LIFE,Ballasted column/ 400 mm diameter,Architecture,"",Ballasted column/ 400 mm diameter,,2-Equipement,NegaOctet-20220211,Datacenter,ml,0.226
WATER_USE,MANUFACTURING,Ballasted column/ 400 mm diameter,Architecture,"",Ballasted column/ 400 mm diameter,,2-Equipement,NegaOctet-20220211,Datacenter,ml,30.1
WATER_USE,TRANSPORTATION,ballasted-column-1,Architecture,"",Ballasted column/ 400 mm diameter,,2-Equipement,NegaOctet-20220211,Datacenter,ml,0.025785
WATER_USE,END_OF_LIFE,ballasted-column-1,Architecture,"",Ballasted column/ 400 mm diameter,,2-Equipement,NegaOctet-20220211,Datacenter,ml,0.226
WATER_USE,MANUFACTURING,ballasted-column-1,Architecture,"",Ballasted column/ 400 mm diameter,,2-Equipement,NegaOctet-20220211,Datacenter,ml,30.1
WATER_USE,TRANSPORTATION,Barcode scanner,Specific,"",Barcode scanner,,2-Equipement,NegaOctet-20220211,End-user/Terminals,Item,0.0002827670656
WATER_USE,MANUFACTURING,Barcode scanner,Specific,"",Barcode scanner,,2-Equipement,NegaOctet-20220211,End-user/Terminals,Item,1.98
WATER_USE,END_OF_LIFE,Barcode scanner,Specific,"",Barcode scanner,,2-Equipement,NegaOctet-20220211,End-user/Terminals,Item,39.5
WATER_USE,TRANSPORTATION,barcode-scanner-1,Specific,"",Barcode scanner,,2-Equipement,NegaOctet-20220211,End-user/Terminals,Item,0.0002827670656
WATER_USE,MANUFACTURING,barcode-scanner-1,Specific,"",Barcode scanner,,2-Equipement,NegaOctet-20220211,End-user/Terminals,Item,1.98
WATER_USE,END_OF_LIFE,barcode-scanner-1,Specific,"",Barcode scanner,,2-Equipement,NegaOctet-20220211,End-user/Terminals,Item,39.5
WATER_USE,TRANSPORTATION,Barrier,Architecture,"",Barrier,,2-Equipement,NegaOctet-20220211,Datacenter,Item,0.00087096
WATER_USE,END_OF_LIFE,Barrier,Architecture,"",Barrier,,2-Equipement,NegaOctet-20220211,Datacenter,Item,0.00152
WATER_USE,MANUFACTURING,Barrier,Architecture,"",Barrier,,2-Equipement,NegaOctet-20220211,Datacenter,Item,26.4
WATER_USE,TRANSPORTATION,barrier-1,Architecture,"",Barrier,,2-Equipement,NegaOctet-20220211,Datacenter,Item,0.00087096
WATER_USE,END_OF_LIFE,barrier-1,Architecture,"",Barrier,,2-Equipement,NegaOctet-20220211,Datacenter,Item,0.00152
WATER_USE,MANUFACTURING,barrier-1,Architecture,"",Barrier,,2-Equipement,NegaOctet-20220211,Datacenter,Item,26.4
WATER_USE,TRANSPORTATION,Baseboard/ wood,Architecture,"",Baseboard/ wood,,2-Equipement,NegaOctet-20220211,Datacenter,ml,0.000018718
WATER_USE,END_OF_LIFE,Baseboard/ wood,Architecture,"",Baseboard/ wood,,2-Equipement,NegaOctet-20220211,Datacenter,ml,0.0167
WATER_USE,MANUFACTURING,Baseboard/ wood,Architecture,"",Baseboard/ wood,,2-Equipement,NegaOctet-20220211,Datacenter,ml,0.0366
WATER_USE,TRANSPORTATION,baseboard-1,Architecture,"",Baseboard/ wood,,2-Equipement,NegaOctet-20220211,Datacenter,ml,0.000018718
WATER_USE,END_OF_LIFE,baseboard-1,Architecture,"",Baseboard/ wood,,2-Equipement,NegaOctet-20220211,Datacenter,ml,0.0167
WATER_USE,MANUFACTURING,baseboard-1,Architecture,"",Baseboard/ wood,,2-Equipement,NegaOctet-20220211,Datacenter,ml,0.0366
WATER_USE,TRANSPORTATION,Basement wall,Architecture,"",Basement wall,,2-Equipement,NegaOctet-20220211,Datacenter,m3,0.04202
WATER_USE,END_OF_LIFE,Basement wall,Architecture,"",Basement wall,,2-Equipement,NegaOctet-20220211,Datacenter,m3,0.37
WATER_USE,MANUFACTURING,Basement wall,Architecture,"",Basement wall,,2-Equipement,NegaOctet-20220211,Datacenter,m3,11.5
WATER_USE,TRANSPORTATION,basement-wall-1,Architecture,"",Basement wall,,2-Equipement,NegaOctet-20220211,Datacenter,m3,0.04202
WATER_USE,END_OF_LIFE,basement-wall-1,Architecture,"",Basement wall,,2-Equipement,NegaOctet-20220211,Datacenter,m3,0.37
WATER_USE,MANUFACTURING,basement-wall-1,Architecture,"",Basement wall,,2-Equipement,NegaOctet-20220211,Datacenter,m3,11.5
WATER_USE,TRANSPORTATION,"BBU 2G-5G (BTS, NODEB, ENODEB and GNODEB)/ one card",Access,"","BBU 2G-5G (BTS, NODEB, ENODEB and GNODEB)/ one card",,2-Equipement,NegaOctet-20220211,Network,Item,0.02432628432
WATER_USE,END_OF_LIFE,"BBU 2G-5G (BTS, NODEB, ENODEB and GNODEB)/ one card",Access,"","BBU 2G-5G (BTS, NODEB, ENODEB and GNODEB)/ one card",,2-Equipement,NegaOctet-20220211,Network,Item,4410
WATER_USE,MANUFACTURING,"BBU 2G-5G (BTS, NODEB, ENODEB and GNODEB)/ one card",Access,"","BBU 2G-5G (BTS, NODEB, ENODEB and GNODEB)/ one card",,2-Equipement,NegaOctet-20220211,Network,Item,68.3
WATER_USE,TRANSPORTATION,bbu-2g-5g-bts-1,Access,"","BBU 2G-5G (BTS, NODEB, ENODEB and GNODEB)/ one card",,2-Equipement,NegaOctet-20220211,Network,Item,0.02432628432
WATER_USE,END_OF_LIFE,bbu-2g-5g-bts-1,Access,"","BBU 2G-5G (BTS, NODEB, ENODEB and GNODEB)/ one card",,2-Equipement,NegaOctet-20220211,Network,Item,4410
WATER_USE,MANUFACTURING,bbu-2g-5g-bts-1,Access,"","BBU 2G-5G (BTS, NODEB, ENODEB and GNODEB)/ one card",,2-Equipement,NegaOctet-20220211,Network,Item,68.3
WATER_USE,TRANSPORTATION,Bituminous primer,Architecture,"",Bituminous primer,,2-Equipement,NegaOctet-20220211,Datacenter,m²,0.00002865
WATER_USE,END_OF_LIFE,Bituminous primer,Architecture,"",Bituminous primer,,2-Equipement,NegaOctet-20220211,Datacenter,m²,0.000252
WATER_USE,MANUFACTURING,Bituminous primer,Architecture,"",Bituminous primer,,2-Equipement,NegaOctet-20220211,Datacenter,m²,0.284
WATER_USE,TRANSPORTATION,bituminous-primer-1,Architecture,"",Bituminous primer,,2-Equipement,NegaOctet-20220211,Datacenter,m²,0.00002865
WATER_USE,END_OF_LIFE,bituminous-primer-1,Architecture,"",Bituminous primer,,2-Equipement,NegaOctet-20220211,Datacenter,m²,0.000252
WATER_USE,MANUFACTURING,bituminous-primer-1,Architecture,"",Bituminous primer,,2-Equipement,NegaOctet-20220211,Datacenter,m²,0.284
WATER_USE,USING,"Blade server / 1 processor high-end / 1 SSD: 1024 GB each / 0 HDD / 16 RAM, 16 GB each / 0 GPU",IT equipment,3504,"Blade server / 1 processor high-end / 1 SSD: 1024 GB each / 0 HDD / 16 RAM, 16 GB each / 0 GPU",France,2-Equipement,NegaOctet-20220211,Datacenter,Item,0
WATER_USE,TRANSPORTATION,"Blade server / 1 processor high-end / 1 SSD: 1024 GB each / 0 HDD / 16 RAM, 16 GB each / 0 GPU",IT equipment,3504,"Blade server / 1 processor high-end / 1 SSD: 1024 GB each / 0 HDD / 16 RAM, 16 GB each / 0 GPU",France,2-Equipement,NegaOctet-20220211,Datacenter,Item,0.448539805167871
WATER_USE,MANUFACTURING,"Blade server / 1 processor high-end / 1 SSD: 1024 GB each / 0 HDD / 16 RAM, 16 GB each / 0 GPU",IT equipment,3504,"Blade server / 1 processor high-end / 1 SSD: 1024 GB each / 0 HDD / 16 RAM, 16 GB each / 0 GPU",France,2-Equipement,NegaOctet-20220211,Datacenter,Item,1209.792
WATER_USE,END_OF_LIFE,"Blade server / 1 processor high-end / 1 SSD: 1024 GB each / 0 HDD / 16 RAM, 16 GB each / 0 GPU",IT equipment,3504,"Blade server / 1 processor high-end / 1 SSD: 1024 GB each / 0 HDD / 16 RAM, 16 GB each / 0 GPU",France,2-Equipement,NegaOctet-20220211,Datacenter,Item,3292.994
WATER_USE,USING,"Blade server / 1 processor high-end / 1 SSD: 1024 GB each / 0 HDD / 2 RAM, 16 GB each / 0 GPU",IT equipment,3504,"Blade server / 1 processor high-end / 1 SSD: 1024 GB each / 0 HDD / 2 RAM, 16 GB each / 0 GPU",France,2-Equipement,NegaOctet-20220211,Datacenter,Item,0
WATER_USE,TRANSPORTATION,"Blade server / 1 processor high-end / 1 SSD: 1024 GB each / 0 HDD / 2 RAM, 16 GB each / 0 GPU",IT equipment,3504,"Blade server / 1 processor high-end / 1 SSD: 1024 GB each / 0 HDD / 2 RAM, 16 GB each / 0 GPU",France,2-Equipement,NegaOctet-20220211,Datacenter,Item,0.434082158292328
WATER_USE,END_OF_LIFE,"Blade server / 1 processor high-end / 1 SSD: 1024 GB each / 0 HDD / 2 RAM, 16 GB each / 0 GPU",IT equipment,3504,"Blade server / 1 processor high-end / 1 SSD: 1024 GB each / 0 HDD / 2 RAM, 16 GB each / 0 GPU",France,2-Equipement,NegaOctet-20220211,Datacenter,Item,3143.194
WATER_USE,MANUFACTURING,"Blade server / 1 processor high-end / 1 SSD: 1024 GB each / 0 HDD / 2 RAM, 16 GB each / 0 GPU",IT equipment,3504,"Blade server / 1 processor high-end / 1 SSD: 1024 GB each / 0 HDD / 2 RAM, 16 GB each / 0 GPU",France,2-Equipement,NegaOctet-20220211,Datacenter,Item,333.392
WATER_USE,USING,"Blade server / 1 processor high-end / 1 SSD: 1024 GB each / 0 HDD / 2 RAM, 4 GB each / 0 GPU",IT equipment,3504,"Blade server / 1 processor high-end / 1 SSD: 1024 GB each / 0 HDD / 2 RAM, 4 GB each / 0 GPU",France,2-Equipement,NegaOctet-20220211,Datacenter,Item,0
WATER_USE,TRANSPORTATION,"Blade server / 1 processor high-end / 1 SSD: 1024 GB each / 0 HDD / 2 RAM, 4 GB each / 0 GPU",IT equipment,3504,"Blade server / 1 processor high-end / 1 SSD: 1024 GB each / 0 HDD / 2 RAM, 4 GB each / 0 GPU",France,2-Equipement,NegaOctet-20220211,Datacenter,Item,0.434082158292328
WATER_USE,END_OF_LIFE,"Blade server / 1 processor high-end / 1 SSD: 1024 GB each / 0 HDD / 2 RAM, 4 GB each / 0 GPU",IT equipment,3504,"Blade server / 1 processor high-end / 1 SSD: 1024 GB each / 0 HDD / 2 RAM, 4 GB each / 0 GPU",France,2-Equipement,NegaOctet-20220211,Datacenter,Item,3143.194
WATER_USE,MANUFACTURING,"Blade server / 1 processor high-end / 1 SSD: 1024 GB each / 0 HDD / 2 RAM, 4 GB each / 0 GPU",IT equipment,3504,"Blade server / 1 processor high-end / 1 SSD: 1024 GB each / 0 HDD / 2 RAM, 4 GB each / 0 GPU",France,2-Equipement,NegaOctet-20220211,Datacenter,Item,333.392
WATER_USE,USING,"Blade server / 1 processor high-end / 1 SSD: 1024 GB each / 0 HDD / 24 RAM, 16 GB each / 0 GPU",IT equipment,3504,"Blade server / 1 processor high-end / 1 SSD: 1024 GB each / 0 HDD / 24 RAM, 16 GB each / 0 GPU",France,2-Equipement,NegaOctet-20220211,Datacenter,Item,0
